,city,date,venue,team1,team2,winner,address,location
663,Jaipur,29/04/18,Sawai Mansingh Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, S Gate VIP Entrance, Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","(26.8939911, 75.80322693888199)"
664,Bengaluru,29/04/18,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Link Road, Shantala Nagar, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, BENGALURU, India","(12.9788243, 77.60038607501548)"
665,Pune,30/04/18,Maharashtra Cricket Association Stadium,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Gahunje, Mawal, Pune District, Maharashtra, 412101, India","(18.6738164, 73.7064113964208)"
666,Bengaluru,1/5/2018,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Link Road, Shantala Nagar, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, BENGALURU, India","(12.9788243, 77.60038607501548)"
667,Delhi,2/5/2018,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,"Feroz Shah Kotla Ground, Bahadur Shah Zafar Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002, India","(28.63753095, 77.24293445747605)"
668,Kolkata,3/5/2018,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,"Eden Gardens, Eden Garden Road, Benoy-Badal-Dinesh Bagh, Kolkata, West Bengal, 700021, India","(22.564561349999998, 88.34424156337812)"
669,Indore,4/5/2018,Holkar Cricket Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,"Holkar Cricket Stadium, Indore, Indore Tahsil, Indore, Madhya Pradesh, India","(22.72425115, 75.87967029005587)"
670,Pune,5/5/2018,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Gahunje, Mawal, Pune District, Maharashtra, 412101, India","(18.6738164, 73.7064113964208)"
671,Hyderabad,5/5/2018,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,"Rajiv Gandhi International Cricket Stadium, espi rd, VV Nagar, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500 007, India","(17.4059481, 78.5505637699028)"
672,Mumbai,6/5/2018,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Maharshi Karve Road, Churchgate, A Ward, Zone 1, Mumbai, Mumbai Metropolitan Region, Mumbai City, Maharashtra, 400023, India","(18.9385497, 72.82574081674653)"
673,Indore,6/5/2018,Holkar Cricket Stadium,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,"Holkar Cricket Stadium, Indore, Indore Tahsil, Indore, Madhya Pradesh, India","(22.72425115, 75.87967029005587)"
674,Hyderabad,7/5/2018,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Cricket Stadium, espi rd, VV Nagar, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500 007, India","(17.4059481, 78.5505637699028)"
675,Jaipur,8/5/2018,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,"Sawai Mansingh Stadium, S Gate VIP Entrance, Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","(26.8939911, 75.80322693888199)"
676,Kolkata,9/5/2018,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Eden Garden Road, Benoy-Badal-Dinesh Bagh, Kolkata, West Bengal, 700021, India","(22.564561349999998, 88.34424156337812)"
677,Delhi,10/5/2018,Feroz Shah Kotla,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,"Feroz Shah Kotla Ground, Bahadur Shah Zafar Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002, India","(28.63753095, 77.24293445747605)"
678,Jaipur,11/5/2018,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,"Sawai Mansingh Stadium, S Gate VIP Entrance, Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","(26.8939911, 75.80322693888199)"
679,Indore,12/5/2018,Holkar Cricket Stadium,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,"Holkar Cricket Stadium, Indore, Indore Tahsil, Indore, Madhya Pradesh, India","(22.72425115, 75.87967029005587)"
680,Delhi,12/5/2018,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,"Feroz Shah Kotla Ground, Bahadur Shah Zafar Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002, India","(28.63753095, 77.24293445747605)"
681,Pune,13/05/18,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Gahunje, Mawal, Pune District, Maharashtra, 412101, India","(18.6738164, 73.7064113964208)"
682,Mumbai,13/05/18,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,"Wankhede Stadium, Maharshi Karve Road, Churchgate, A Ward, Zone 1, Mumbai, Mumbai Metropolitan Region, Mumbai City, Maharashtra, 400023, India","(18.9385497, 72.82574081674653)"
683,Indore,14/05/18,Holkar Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,"Holkar Cricket Stadium, Indore, Indore Tahsil, Indore, Madhya Pradesh, India","(22.72425115, 75.87967029005587)"
684,Kolkata,15/05/18,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,"Eden Gardens, Eden Garden Road, Benoy-Badal-Dinesh Bagh, Kolkata, West Bengal, 700021, India","(22.564561349999998, 88.34424156337812)"
685,Mumbai,16/05/18,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,"Wankhede Stadium, Maharshi Karve Road, Churchgate, A Ward, Zone 1, Mumbai, Mumbai Metropolitan Region, Mumbai City, Maharashtra, 400023, India","(18.9385497, 72.82574081674653)"
686,Bengaluru,17/05/18,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Link Road, Shantala Nagar, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, BENGALURU, India","(12.9788243, 77.60038607501548)"
687,Delhi,18/05/18,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,"Feroz Shah Kotla Ground, Bahadur Shah Zafar Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002, India","(28.63753095, 77.24293445747605)"
688,Jaipur,19/05/18,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,"Sawai Mansingh Stadium, S Gate VIP Entrance, Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","(26.8939911, 75.80322693888199)"
689,Hyderabad,19/05/18,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,"Rajiv Gandhi International Cricket Stadium, espi rd, VV Nagar, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500 007, India","(17.4059481, 78.5505637699028)"
690,Delhi,20/05/18,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,"Feroz Shah Kotla Ground, Bahadur Shah Zafar Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002, India","(28.63753095, 77.24293445747605)"
691,Pune,20/05/18,Maharashtra Cricket Association Stadium,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Gahunje, Mawal, Pune District, Maharashtra, 412101, India","(18.6738164, 73.7064113964208)"
692,Mumbai,22/05/18,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,"Wankhede Stadium, Maharshi Karve Road, Churchgate, A Ward, Zone 1, Mumbai, Mumbai Metropolitan Region, Mumbai City, Maharashtra, 400023, India","(18.9385497, 72.82574081674653)"
693,Kolkata,23/05/18,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Eden Garden Road, Benoy-Badal-Dinesh Bagh, Kolkata, West Bengal, 700021, India","(22.564561349999998, 88.34424156337812)"
694,Kolkata,25/05/18,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Eden Garden Road, Benoy-Badal-Dinesh Bagh, Kolkata, West Bengal, 700021, India","(22.564561349999998, 88.34424156337812)"
695,Mumbai,27/05/18,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,"Wankhede Stadium, Maharshi Karve Road, Churchgate, A Ward, Zone 1, Mumbai, Mumbai Metropolitan Region, Mumbai City, Maharashtra, 400023, India","(18.9385497, 72.82574081674653)"
696,Chennai,23/03/19,M. A. Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,"M. A. Chidambaram Stadium, Victoria Hostel Road, CMWSSB Division 114, Ward 114, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India","(13.062743300000001, 80.2784307386784)"
697,Kolkata,24/03/19,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,"Eden Gardens, Eden Garden Road, Benoy-Badal-Dinesh Bagh, Kolkata, West Bengal, 700021, India","(22.564561349999998, 88.34424156337812)"
698,Mumbai,24/03/19,Wankhede Stadium,Delhi Capitals,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Maharshi Karve Road, Churchgate, A Ward, Zone 1, Mumbai, Mumbai Metropolitan Region, Mumbai City, Maharashtra, 400023, India","(18.9385497, 72.82574081674653)"
699,Jaipur,25/03/19,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,"Sawai Mansingh Stadium, S Gate VIP Entrance, Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","(26.8939911, 75.80322693888199)"
700,Delhi,26/03/19,Feroz Shah Kotla Ground,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,"Feroz Shah Kotla Ground, Bahadur Shah Zafar Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002, India","(28.63753095, 77.24293445747605)"
701,Kolkata,27/03/19,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,"Eden Gardens, Eden Garden Road, Benoy-Badal-Dinesh Bagh, Kolkata, West Bengal, 700021, India","(22.564561349999998, 88.34424156337812)"
702,Bengaluru,28/03/19,M. Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Link Road, Shantala Nagar, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, BENGALURU, India","(12.9788243, 77.60038607501548)"
703,Hyderabad,29/03/19,Rajiv Gandhi Intl. Cricket Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,"Rajiv Gandhi International Cricket Stadium, espi rd, VV Nagar, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500 007, India","(17.4059481, 78.5505637699028)"
704,Mohali,30/03/19,IS Bindra Stadium,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,"None, Torino, Piemonte, Italia","(44.933143, 7.540121)"
705,Delhi,30/03/19,Feroz Shah Kotla Ground,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,"Feroz Shah Kotla Ground, Bahadur Shah Zafar Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002, India","(28.63753095, 77.24293445747605)"
706,Hyderabad,31/03/19,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Cricket Stadium, espi rd, VV Nagar, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500 007, India","(17.4059481, 78.5505637699028)"
707,Chennai,31/03/19,M. A. Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,"M. A. Chidambaram Stadium, Victoria Hostel Road, CMWSSB Division 114, Ward 114, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India","(13.062743300000001, 80.2784307386784)"
708,Mohali,1/4/2019,IS Bindra Stadium,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,"None, Torino, Piemonte, Italia","(44.933143, 7.540121)"
709,Jaipur,2/4/2019,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,"Sawai Mansingh Stadium, S Gate VIP Entrance, Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","(26.8939911, 75.80322693888199)"
710,Mumbai,3/4/2019,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Maharshi Karve Road, Churchgate, A Ward, Zone 1, Mumbai, Mumbai Metropolitan Region, Mumbai City, Maharashtra, 400023, India","(18.9385497, 72.82574081674653)"
711,Delhi,4/4/2019,Feroz Shah Kotla Ground,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,"Feroz Shah Kotla Ground, Bahadur Shah Zafar Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002, India","(28.63753095, 77.24293445747605)"
712,Bengaluru,5/4/2019,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Link Road, Shantala Nagar, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, BENGALURU, India","(12.9788243, 77.60038607501548)"
713,Chennai,6/4/2019,M. A. Chidambaram Stadium,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,"M. A. Chidambaram Stadium, Victoria Hostel Road, CMWSSB Division 114, Ward 114, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India","(13.062743300000001, 80.2784307386784)"
714,Hyderabad,6/4/2019,Rajiv Gandhi Intl. Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Cricket Stadium, espi rd, VV Nagar, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500 007, India","(17.4059481, 78.5505637699028)"
715,Bengaluru,7/4/2019,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,"M. Chinnaswamy Stadium, Link Road, Shantala Nagar, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, BENGALURU, India","(12.9788243, 77.60038607501548)"
716,Jaipur,7/4/2019,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,"Sawai Mansingh Stadium, S Gate VIP Entrance, Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","(26.8939911, 75.80322693888199)"
717,Mohali,8/4/2019,IS Bindra Stadium,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,"None, Torino, Piemonte, Italia","(44.933143, 7.540121)"
718,Chennai,9/4/2019,M. A. Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,"M. A. Chidambaram Stadium, Victoria Hostel Road, CMWSSB Division 114, Ward 114, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India","(13.062743300000001, 80.2784307386784)"
719,Mumbai,10/4/2019,Wankhede Stadium,Kings XI Punjab,Mumbai Indians,Mumbai Indians,"Wankhede Stadium, Maharshi Karve Road, Churchgate, A Ward, Zone 1, Mumbai, Mumbai Metropolitan Region, Mumbai City, Maharashtra, 400023, India","(18.9385497, 72.82574081674653)"
720,Jaipur,11/4/2019,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,"Sawai Mansingh Stadium, S Gate VIP Entrance, Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","(26.8939911, 75.80322693888199)"
721,Kolkata,12/4/2019,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,"Eden Gardens, Eden Garden Road, Benoy-Badal-Dinesh Bagh, Kolkata, West Bengal, 700021, India","(22.564561349999998, 88.34424156337812)"
722,Mumbai,13/04/19,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,"Wankhede Stadium, Maharshi Karve Road, Churchgate, A Ward, Zone 1, Mumbai, Mumbai Metropolitan Region, Mumbai City, Maharashtra, 400023, India","(18.9385497, 72.82574081674653)"
723,Mohali,13/04/19,IS Bindra Stadium,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,"None, Torino, Piemonte, Italia","(44.933143, 7.540121)"
724,Kolkata,14/04/19,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,"Eden Gardens, Eden Garden Road, Benoy-Badal-Dinesh Bagh, Kolkata, West Bengal, 700021, India","(22.564561349999998, 88.34424156337812)"
725,Hyderabad,14/04/19,Rajiv Gandhi Intl. Cricket Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Cricket Stadium, espi rd, VV Nagar, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500 007, India","(17.4059481, 78.5505637699028)"
726,Mumbai,15/04/19,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,"Wankhede Stadium, Maharshi Karve Road, Churchgate, A Ward, Zone 1, Mumbai, Mumbai Metropolitan Region, Mumbai City, Maharashtra, 400023, India","(18.9385497, 72.82574081674653)"
727,Mohali,16/04/19,IS Bindra Stadium,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,"None, Torino, Piemonte, Italia","(44.933143, 7.540121)"
728,Hyderabad,17/04/19,Rajiv Gandhi Intl. Cricket Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,"Rajiv Gandhi International Cricket Stadium, espi rd, VV Nagar, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500 007, India","(17.4059481, 78.5505637699028)"
729,Delhi,18/04/19,Feroz Shah Kotla Ground,Mumbai Indians,Delhi Capitals,Mumbai Indians,"Feroz Shah Kotla Ground, Bahadur Shah Zafar Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002, India","(28.63753095, 77.24293445747605)"
730,Kolkata,19/04/19,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Eden Garden Road, Benoy-Badal-Dinesh Bagh, Kolkata, West Bengal, 700021, India","(22.564561349999998, 88.34424156337812)"
731,Jaipur,20/04/19,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,"Sawai Mansingh Stadium, S Gate VIP Entrance, Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","(26.8939911, 75.80322693888199)"
732,Delhi,20/04/19,Feroz Shah Kotla Ground,Kings XI Punjab,Delhi Capitals,Delhi Capitals,"Feroz Shah Kotla Ground, Bahadur Shah Zafar Marg, Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110002, India","(28.63753095, 77.24293445747605)"
733,Hyderabad,21/04/19,Rajiv Gandhi Intl. Cricket Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,"Rajiv Gandhi International Cricket Stadium, espi rd, VV Nagar, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500 007, India","(17.4059481, 78.5505637699028)"
734,Bengaluru,21/04/19,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Link Road, Shantala Nagar, East Zone, Bengaluru, Bangalore North, Bangalore Urban, Karnataka, BENGALURU, India","(12.9788243, 77.60038607501548)"
735,Jaipur,22/04/19,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,"Sawai Mansingh Stadium, S Gate VIP Entrance, Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","(26.8939911, 75.80322693888199)"
736,Chennai,23/04/19,M. A. Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,"M. A. Chidambaram Stadium, Victoria Hostel Road, CMWSSB Division 114, Ward 114, Zone 9 Teynampet, Chennai, Chennai District, Tamil Nadu, 600001, India","(13.062743300000001, 80.2784307386784)"
